,ID,Name,Position,Overall,Potential,BS,IR,PAC,SHO,PAS,DRI,DEF,PHY,Value,Wage,TotalStats
2832,181560,M. Yanga-Mbiwa,CB,73,73,363,2,66,35,55,62,72,73,€3.1M,€40K,1659
2833,206651,Roberto Torres,LM CM RM,73,73,417,1,67,74,73,71,59,73,€3.9M,€10K,1995
2834,209723,M. Britos,ST RW CAM,73,73,408,1,82,70,66,74,49,67,€4M,€11K,1954
2835,179516,R. Hennings,ST,73,73,390,1,68,74,62,67,39,80,€3.9M,€26K,1874
2836,226877,Ivo Rodrigues,RW LW LM,73,79,398,1,80,69,66,78,39,66,€5.5M,€10K,1894
2837,228413,E. Audero,GK,73,85,425,1,78,72,72,78,52,73,€5.5M,€30K,1120
2838,207935,M. Dituro,GK,73,73,408,1,72,72,76,76,41,71,€2.4M,€7K,1122
2839,237631,L. Mothiba,ST,73,82,368,1,72,72,58,70,27,69,€6M,€15K,1710
2840,244544,B. Alıcı,RM LM,73,80,382,1,82,66,69,74,34,57,€5.5M,€33K,1758
2841,201025,G. Bussmann,LB,73,73,397,1,68,58,59,63,75,74,€3.3M,€20K,1863
2842,192321,C. Buchtmann,CM CDM CAM,73,76,408,1,70,65,74,73,61,65,€4.9M,€16K,1962
2843,209218,J. Al Hussien,CAM CM,73,73,390,1,61,68,73,73,51,64,€1.8M,€13K,1833
2844,221250,G. Poblete,CDM CM,73,76,396,1,67,51,64,73,70,71,€4.2M,€6K,1830
2845,207683,S. Dioudis,GK,73,76,401,1,77,70,65,76,43,70,€3.5M,€1K,1178
2846,226627,T. Minamino,ST CAM RW LW,73,80,404,1,85,72,65,79,41,62,€5.5M,€27K,1893
2847,229699,N. Benedetti,CAM RM,73,85,389,1,76,65,68,74,45,61,€7M,€2K,1757
2848,196932,Y. Sanogo,ST,73,78,368,1,67,72,61,67,32,69,€5.5M,€24K,1706
2849,235844,E. Álvarez,CB CDM,73,79,389,1,70,47,61,67,72,72,€4.7M,€29K,1805
2850,190276,S. Sunzu,CB,73,74,351,1,57,38,53,50,72,81,€3.5M,€7K,1687
2851,213061,M. Kanazaki,ST,73,73,404,1,80,70,67,71,35,81,€4M,€6K,1886
2852,184133,Castro,CAM CDM,73,73,423,1,67,71,71,74,64,76,€3.8M,€20K,1998
2853,211014,Paulinho,RB,73,73,408,1,85,49,65,73,67,69,€3.4M,€8K,1907
2854,192838,E. Schelotto,RB,73,73,420,1,71,61,68,73,71,76,€3M,€34K,1966
2855,196935,Ignasi Miquel,CB,73,77,354,1,65,28,56,59,72,74,€4.3M,€16K,1565
2856,207431,Insua,CB,73,77,338,1,53,36,55,53,73,68,€4.4M,€18K,1586
2857,211527,Álex Gallar,RM LM RW ST,73,74,396,1,75,72,71,74,42,62,€4.7M,€19K,1862
2858,184136,Orlando Sá,ST,73,73,378,1,60,72,58,70,42,76,€3.9M,€15K,1756
2859,190024,Fernandão,ST,73,73,342,2,44,75,51,65,29,78,€3.6M,€22K,1630
2860,200521,T. Ince,RW CAM,73,74,377,1,78,68,67,77,33,54,€4.7M,€37K,1777
2861,211017,Víctor Rodríguez,LM RM CAM CM,73,73,395,1,76,70,71,75,43,60,€4M,€8K,1861
2862,167753,A. Büyük,LM ST,73,73,380,1,76,71,65,77,29,62,€3.8M,€13K,1833
2863,177481,L. Baal,LB LM,73,73,399,2,72,49,67,65,71,75,€2.2M,€22K,1874
2864,159818,Élton,CAM RM RW LW,73,73,383,1,85,70,73,74,34,47,€3.1M,€18K,1859
2865,231242,A. Ounas,RW LM,73,82,395,1,81,67,68,78,44,57,€6M,€35K,1847
2866,189514,H. Afful,RB RWB,73,73,419,1,80,58,70,72,69,70,€2.2M,€7K,1977
2868,193098,C. Clemens,RM LM,73,73,408,2,81,68,71,71,49,68,€4.3M,€17K,1912
2869,162123,F. Amorebieta,CB LB,73,73,338,2,29,48,57,49,69,86,€1.6M,€15K,1636
2870,212300,J. O'Connell,CB,73,80,356,1,64,37,48,54,73,80,€4.8M,€10K,1590
2871,173132,F. Dionisi,ST,73,73,378,2,82,73,52,69,35,67,€3.6M,€15K,1751
2872,186444,H. Harbaoui,ST,73,73,361,1,61,73,59,66,29,73,€2.5M,€15K,1695
2873,213581,M. Nervo,CB RB,73,76,369,1,64,43,56,55,71,80,€4M,€16K,1733
2874,162893,J. Djourou,CB,73,73,341,2,69,36,49,40,72,75,€2.7M,€11K,1589
2875,176717,P. Karlsson,CB,73,73,346,1,70,36,44,49,74,73,€2.3M,€8K,1613
2876,214350,M. Rangel,ST,73,73,371,1,61,75,56,66,40,73,€4.3M,€4K,1785
2877,214606,S. Pérez,CM CDM,73,77,403,1,66,60,69,72,68,68,€5M,€18K,1919
2878,215118,F. Manríquez,CM CAM,73,73,403,1,65,65,74,69,62,68,€1.9M,€5K,1938
2879,159566,Abraham González,CM CDM,73,73,406,1,66,65,77,67,63,68,€3M,€8K,1875
2880,230222,Ailton Valpaços,CB CDM,73,73,396,1,66,58,60,63,71,78,€3.5M,€24K,1867
2881,232270,T. Fosu-Mensah,RB CB,73,83,421,1,83,60,64,65,72,77,€5.5M,€49K,1913
2882,234574,Diogo Dalot,RB,73,84,419,1,76,58,66,74,70,75,€6M,€29K,1927
2883,241486,J. Koundé,CB,73,86,347,1,71,31,46,58,74,67,€6.5M,€12K,1597
2884,199504,T. Xhaka,CDM CM CB,73,75,425,1,75,62,68,69,69,82,€3.9M,€19K,1984
2885,209744,E. Mena,LB,73,73,398,2,74,48,66,70,69,71,€3M,€16K,1874
2886,236112,Douglas Armeira,RB,73,73,407,1,72,57,63,69,72,74,€3.4M,€13K,1898
2887,238160,M. Demiral,CB,73,83,351,1,61,39,48,53,74,76,€5.5M,€7K,1608
2888,182864,D. Vera,ST,73,73,378,1,61,72,64,71,36,74,€2.5M,€14K,1805
2889,199761,M. Kamiński,CB,73,75,397,1,71,57,64,61,73,71,€4M,€24K,1825
2890,214609,S. Cárdenas,CAM CM RM LM,73,73,393,1,79,70,73,74,42,55,€4M,€5K,1930
2891,224081,K. Phillips,CDM CB,73,79,416,1,67,67,66,67,70,79,€4.7M,€26K,1958
2892,200275,Y. Mokhtar,LM,73,73,386,1,75,64,67,78,38,64,€4.3M,€18K,1808
2893,201043,B. Dejaegere,CM CAM RM LM,73,74,429,1,76,62,69,77,67,78,€4.5M,€17K,2038
2894,233556,R. Orsolini,RW RM,73,85,391,1,78,64,72,78,39,60,€7M,€52K,1807
2895,186452,S. de Jong,CAM CM ST,73,73,396,2,47,77,71,68,60,73,€3.9M,€15K,1966
2896,221269,J. Riedewald,CDM CB,73,80,393,1,64,51,68,69,73,68,€4.9M,€26K,1813
2897,223573,Munir,GK,73,73,404,1,72,74,68,72,43,75,€2.7M,€7K,1257
2898,183893,C. Yacob,CDM CM,73,73,368,2,43,57,60,63,73,72,€3M,€35K,1769
2899,224599,Yan Junling,GK,73,76,409,1,73,71,70,76,48,71,€3.4M,€10K,1207
2900,178007,Miguel Veloso,CDM CM,73,73,412,3,56,70,82,75,62,67,€2.3M,€13K,2050
2901,203864,B. Zuculini,CDM,73,76,403,1,67,59,69,72,69,67,€4.2M,€16K,1894
2902,225880,J. Moreira,RB,73,73,398,1,87,41,67,70,68,65,€3.2M,€18K,1822
2903,194904,B. Hamid,GK,73,76,402,1,74,70,70,74,41,73,€3.4M,€14K,1147
2904,205401,V. Qazaishvili,LM ST,73,75,391,1,65,72,71,79,41,63,€4.9M,€7K,1837
2905,223065,G. Toledo,RB,73,73,405,1,83,50,64,72,65,71,€3.2M,€11K,1809
2906,152922,E. Barreto,CM CDM,73,73,417,2,66,66,73,69,73,70,€2.3M,€26K,1999
2907,175962,N. Bungert,CB,73,73,321,2,44,40,53,50,77,57,€2.7M,€20K,1557
2908,229980,C. Montes,CB,73,81,366,1,63,38,58,58,72,77,€5M,€22K,1733
2909,49756,J. Poulsen,CM,73,73,405,1,57,70,74,70,61,73,€1.9M,€19K,1973
2910,183644,A. Grünwald,CAM CM,73,73,416,1,66,70,73,72,57,78,€3.9M,€15K,1969
2911,193884,S. Clucas,CM LM,73,73,419,1,71,67,72,72,65,72,€4.1M,€34K,1948
2912,204125,J. Bořil,RB LB,73,74,401,1,75,51,61,67,70,77,€3.7M,€1K,1857
2913,156253,J. Lewis,GK,73,73,415,1,77,68,67,76,56,71,€2.6M,€6K,1245
2914,202078,D. Nagbe,CM RM CDM,73,73,422,1,81,69,69,79,54,70,€4.1M,€7K,1966
2915,142942,J. Gandolfi,CB,73,73,361,1,53,43,62,53,72,78,€550K,€9K,1772
2916,184926,Fabiano,GK,73,74,407,1,75,70,73,72,43,74,€3M,€8K,1155
2917,231007,J. Mišić,CM,73,78,410,1,66,67,70,74,63,70,€5.5M,€9K,1936
2918,231263,J. Gélin,CB CDM,73,83,363,1,63,36,59,62,72,71,€5.5M,€16K,1685
2919,232543,S. Bertoli,GK,73,73,394,1,76,73,78,71,29,67,€270K,€6K,1107
2920,236639,Xeka,CDM CM,73,79,393,1,55,58,70,71,68,71,€4.7M,€19K,1863
2921,198240,Raul García,LB CB,73,73,415,1,71,62,71,67,68,76,€3M,€22K,2005
2922,202848,G. Caprari,CF ST CAM,73,78,375,2,86,68,68,80,20,53,€5.5M,€25K,1729
2923,210016,Diego Lopes,CAM LW CM,73,77,380,1,73,66,69,76,46,50,€5M,€7K,1852
2924,189024,M. Banguera,GK,73,73,397,1,68,70,65,77,40,77,€0,€0,1016
2925,229473,Costinha,CM CAM RW,73,76,419,1,85,68,69,77,60,60,€4.9M,€6K,1996
2926,231521,E. Palacios,CM CAM,73,85,416,1,77,70,69,75,61,64,€7M,€9K,1915
2927,184417,Sergio Tejera,CDM CM,73,73,420,1,67,69,73,72,66,73,€3.2M,€9K,1995
2929,229218,Pedro Rocha,LW ST LM,73,79,377,1,79,66,66,74,37,55,€5.5M,€1K,1741
2930,194146,K. Long,CB,73,73,347,1,59,35,50,56,73,74,€3.4M,€36K,1603
2931,2147,M. Stekelenburg,GK,73,73,398,2,71,72,76,73,33,73,€950K,€30K,1125
2932,215651,Samir,CB LB,73,77,361,1,67,33,55,58,74,74,€4.4M,€17K,1616
2933,211556,Carlos Hernández,CB,73,74,348,1,52,46,48,52,71,79,€3.8M,€9K,1614
2934,211557,F. Barba,CB LB,73,79,345,1,69,30,46,54,74,72,€4.7M,€11K,1569
2935,169317,T. Elyounoussi,ST CF CAM,73,73,404,1,82,70,66,77,43,66,€3.9M,€10K,1925
2936,170597,T. Krul,GK,73,73,395,2,74,72,68,74,39,68,€2.6M,€17K,1182
2937,105318,J. Valdés,CM,73,73,396,2,65,69,77,74,50,61,€1.3M,€6K,1873
2938,237670,Bruno Xadas,RM,73,84,399,1,74,71,72,76,43,63,€7M,€9K,1918
2939,186982,A. Büttner,LB,73,73,429,1,76,67,73,73,69,71,€3M,€12K,2066
2940,203624,O. Vranješ,CB RB,73,74,375,1,67,47,56,55,72,78,€3.6M,€16K,1813
2941,222825,C. Akolo,RW CAM ST LW,73,81,378,1,80,69,63,79,26,61,€6M,€25K,1731
2942,190569,S. Frei,GK,73,73,398,1,74,68,67,74,44,71,€2.3M,€5K,1216
2943,207722,Cristiano,ST LM,73,73,416,1,88,72,67,71,39,79,€3.6M,€11K,1867
2944,211818,K. Möhwald,CM CAM,73,77,405,1,65,69,76,73,56,66,€5M,€19K,1928
2945,219754,Bruno Varela,GK,73,77,398,1,76,70,63,75,40,74,€3.7M,€6K,1184
2946,192362,L. Narsingh,RW LW,73,73,374,2,91,64,66,75,25,53,€4.2M,€25K,1665
2947,214379,A. Rodríguez,ST,73,73,370,1,73,70,52,67,32,76,€4M,€8K,1658
2948,229739,J. Góralski,CDM,73,77,397,1,72,46,64,67,69,79,€0,€0,1841
2949,164459,S. Larsson,CM CDM,73,73,403,2,55,69,77,68,66,68,€2.3M,€9K,2014
2950,237419,A. Abedzadeh,GK,73,78,380,1,71,71,64,75,27,72,€3.8M,€7K,1016
2951,204908,D. Ndongala,RM,73,73,368,1,88,60,67,77,27,49,€4.2M,€14K,1761
2952,157804,S. Carson,GK,73,73,396,2,72,70,72,73,35,74,€2.3M,€25K,1133
2953,169324,A. Ulmer,LB,73,73,409,1,69,62,69,69,69,71,€2.2M,€25K,1899
2954,183916,J. Pied,RB RM LB,73,73,428,1,70,68,74,75,72,69,€3M,€23K,2059
2955,207725,M. van der Hoorn,CB,73,76,327,1,38,45,48,47,75,74,€4.2M,€20K,1540
2956,179565,M. Gavranović,ST CAM CF,73,73,389,1,79,69,62,75,37,67,€4.1M,€1K,1826
2957,201326,G. Torje,LM RM,73,73,388,1,82,70,67,77,35,57,€4M,€13K,1908
2958,225646,C. Mayada,RB RM LB,73,73,436,1,91,64,67,74,65,75,€3.3M,€17K,2031
2959,178287,S. Arfield,CM LM,73,73,415,1,66,68,73,73,63,72,€3.8M,€41K,1993
2960,185199,S. Ribas,ST,73,73,369,1,70,74,51,69,30,75,€3.9M,€17K,1724
2961,199792,A. Christiansen,CM,73,73,420,1,72,67,71,73,66,71,€4M,€7K,2023
2962,214384,F. Aguilar,CB,73,80,339,1,48,40,48,48,75,80,€4.8M,€5K,1545
2963,165232,O. Veigneau,LB,73,73,392,1,67,44,68,70,75,68,€2.2M,€11K,1866
2964,204401,Diogo Figueiras,RB RM,73,74,406,1,84,56,67,76,68,55,€3.7M,€11K,1939
2965,230513,Gus Outomouro,ST LM,73,73,377,1,74,72,68,73,28,62,€2.1M,€23K,1804
2966,236401,N. Mazraoui,RB,73,80,417,1,79,57,67,78,67,69,€4.8M,€9K,1904
2967,211826,R. Czichos,CB LB,73,73,381,1,66,48,58,60,73,76,€3.2M,€17K,1746
2968,195698,C. Doukouré,CDM CM,73,78,423,1,75,62,65,68,73,80,€4.5M,€16K,1989
2969,230259,Juliano Mascarinhas,CDM CM,73,73,393,1,64,53,65,63,73,75,€1.2M,€21K,1838
2970,236403,E. N'Dicka,CB LB,73,83,372,1,68,44,57,59,71,73,€5M,€10K,1674
2971,192371,F. Rinaudo,CM CDM CB,73,73,423,2,69,64,69,70,73,78,€3.4M,€13K,1994
2972,209780,S. Schrijvers,CF CAM LM CM,73,79,402,1,73,72,71,73,50,63,€5.5M,€15K,1944
2973,184436,A. Smithies,GK,73,75,419,1,76,69,67,74,59,74,€3.3M,€28K,1211
2974,198261,T. Ream,CB,73,73,383,1,61,43,68,69,73,69,€3M,€38K,1829
2975,211061,A. Maxim,CAM CM LM,73,73,373,2,71,67,71,78,32,54,€4.2M,€22K,1812
2976,165493,N. Navarro,GK,73,73,411,1,73,72,68,72,52,74,€2M,€12K,1225
2977,189557,A. Rispoli,RB RM,73,73,430,1,82,63,66,70,68,81,€3M,€4K,1952
2978,197238,I. Baldé,ST,73,73,374,1,71,72,60,67,26,78,€4M,€11K,1740
2979,205686,T. Savanier,CM CDM,73,74,410,1,75,65,73,74,58,65,€4.6M,€16K,1948
2980,229494,Miguel Vieira,CB,73,74,322,1,56,30,42,47,72,75,€3.8M,€8K,1502
2981,169078,L. Freeman,LM CAM CM,73,74,403,1,77,66,73,75,52,60,€4.7M,€9K,1924
2982,179574,G. Hooper,ST,73,73,365,1,66,74,61,68,26,70,€3.9M,€25K,1730
2983,215927,R. Emond,ST,73,74,352,1,67,72,55,63,27,68,€4.8M,€15K,1702
2984,183671,E. Terranova,CB,73,73,337,1,68,31,43,48,72,75,€2.7M,€4K,1561
2985,189303,Nélson Oliveira,ST,73,73,384,1,70,72,61,71,37,73,€4.4M,€25K,1796
2986,199288,A. Losilla,CDM CM CB,73,73,397,1,60,55,64,72,71,75,€2.3M,€14K,1866
2987,214136,F. Meza,CB,73,76,358,1,67,35,52,61,73,70,€4.2M,€36K,1628
2988,215417,C. Mathenia,GK,73,76,404,2,74,68,66,77,45,74,€3.5M,€15K,1139
2990,218745,O. Ntcham,CM CDM,73,82,430,1,75,66,72,73,69,75,€6M,€34K,2001
2991,208250,A. Bakasetas,CAM RM ST,73,77,398,1,69,73,74,69,43,70,€5M,€1K,1904
2992,221306,M. Barrios,RM LM,73,73,396,1,92,66,67,75,45,51,€4.2M,€7K,1874
2993,228730,S. Salcedo,CB,73,80,346,1,68,35,43,51,74,75,€4.9M,€9K,1599
2994,234618,Perdigão,RW,73,73,379,1,74,69,68,76,27,65,€4.3M,€10K,1753
2995,239482,Galeno,LW RW,73,84,389,1,84,67,66,76,32,64,€7M,€9K,1808
2996,192122,Bóveda,RB CB,73,73,398,1,72,52,64,68,72,70,€3M,€9K,1872
2997,192634,Marc Mateu,LM LB,73,73,383,1,61,67,74,75,43,63,€4M,€10K,1823
2998,204412,G. Saville,CM LM,73,76,418,1,64,67,70,72,69,76,€4.9M,€40K,2004
2999,208509,T. Foket,RB RM,73,78,419,1,80,57,69,73,69,71,€4.5M,€12K,1972
3000,188541,P. Schiattarella,CM RM,73,73,422,1,81,64,71,73,61,72,€3.4M,€12K,1964
3001,201342,F. Sørensen,CB RB,73,76,364,1,60,33,61,60,72,78,€4.2M,€16K,1648
3002,207998,D. Ward,GK,73,76,398,1,73,72,64,75,45,69,€3.5M,€32K,1140
3003,229758,R. Krunić,CM,73,78,412,1,70,66,72,76,61,67,€5.5M,€11K,1945
3004,110974,Riesgo,GK,73,73,414,1,74,76,66,70,55,73,€1.6M,€13K,1209
3005,183422,J. Howson,CM CDM,73,73,411,1,65,70,69,71,64,72,€3.7M,€41K,1956
3006,53630,J. Van Damme,CB LB LWB,73,73,391,2,60,60,59,58,68,86,€1.2M,€10K,1836
3007,161663,S. Viera,GK,73,73,395,1,72,70,67,75,39,72,€950K,€2K,1204
3008,181375,M. Martins,ST,73,73,379,2,62,75,63,69,36,74,€0,€0,1796
3009,228736,W. Faríñez,GK,73,83,412,1,73,70,69,77,49,74,€5M,€2K,1265
3010,234624,B. Dibassy,LB CB,73,73,410,1,76,54,61,70,72,77,€3.2M,€15K,1836
3011,177280,T. Reginiussen,CB,73,73,360,1,65,43,53,51,72,76,€2.3M,€6K,1678
3012,203393,E. Gnahoré,CM CDM,73,78,415,1,67,65,69,72,66,76,€5.5M,€4K,1911
3013,230529,Benjamin Meseira,RB,73,73,396,1,79,45,61,69,69,73,€1.1M,€13K,1815
3014,231041,C. Ninga,ST LM,73,78,397,1,90,73,61,69,27,77,€5.5M,€20K,1829
3015,169345,M. Suttner,LB LWB,73,73,409,1,69,58,72,72,70,68,€2.6M,€33K,1960
3016,183937,G. van der Wiel,CB RB RWB,73,73,423,2,76,61,68,73,71,74,€3M,€7K,1930
3017,216706,F. Mussis,CDM CM,73,74,414,1,72,59,68,66,70,79,€3.9M,€15K,1970
3018,181123,T. Hořava,CM CDM CAM,73,73,393,1,64,66,72,74,56,61,€3.7M,€1K,1887
3019,190084,P. Tachtsidis,CDM CM,73,73,394,2,51,59,73,64,70,77,€3.4M,€35K,1892
3020,212613,W. Saïd,ST RW LM LW,73,79,374,1,78,71,66,77,29,53,€5.5M,€12K,1763
3021,219525,E. Cerutti,RM ST,73,74,395,1,89,64,67,75,36,64,€4.7M,€29K,1846
3022,230277,Gustavo Lobateiro,CAM ST CF,73,73,375,1,80,65,68,72,33,57,€3.8M,€21K,1725
3023,225926,Pere Milla,CAM RM LM ST,73,76,390,1,77,73,67,76,36,61,€5M,€17K,1809
3024,236935,H. Wolf,CAM,73,83,382,1,83,64,66,78,34,57,€6.5M,€13K,1810
3025,181383,J. Johansson,CM CDM,73,73,403,1,55,63,65,64,74,82,€4M,€26K,1844
3026,210313,T. Murg,CAM RM,73,77,401,1,82,69,68,76,40,66,€5M,€14K,1912
3027,214665,J. Ramírez,LW CM CAM,73,75,422,1,76,69,71,77,65,64,€4.9M,€15K,1926
3028,215433,F. Vicari,CB,73,81,307,1,41,27,49,45,74,71,€5M,€10K,1450
3029,206218,P. Nardi,GK,73,78,405,1,78,67,68,77,48,67,€3.9M,€27K,1103
3030,208522,H. Magnússon,CB LB,73,78,376,1,66,48,63,54,72,73,€4.5M,€1K,1725
3031,233866,O. Edouard,ST,73,84,405,1,85,71,61,74,42,72,€7M,€32K,1849
3032,228747,O. Idrissi,LW RW,73,80,396,1,83,72,65,79,30,67,€5.5M,€12K,1835
3033,230283,Evandro Rochedo,ST,73,73,365,1,57,75,60,70,36,67,€2.1M,€29K,1760
3034,172939,K. Westwood,GK,73,73,411,1,75,70,70,75,47,74,€2M,€17K,1226
3035,178571,Bracali,GK,73,73,392,1,75,73,60,70,40,74,€270K,€4K,1215
3036,213132,M. Sperduti,RM LM,73,73,378,1,75,68,67,73,32,63,€3.1M,€13K,1731
3037,224396,Y. Gómez Andrade,CB,73,75,306,1,43,29,40,40,71,83,€4M,€12K,1389
3038,215181,G. Peruzzi,RB,73,76,404,1,81,50,64,69,69,71,€4.1M,€17K,1871
3039,229517,Toni Villa,LM CAM RM,73,82,377,1,71,61,71,77,46,51,€6M,€14K,1790
3040,214158,Y. Gordillo,CDM CM,73,78,373,1,59,46,60,64,70,74,€4.4M,€4K,1765
3041,152718,Ricardo,ST,73,73,397,1,76,73,64,69,42,73,€3.6M,€13K,1860
3042,230286,Michel Cruceiro,CDM CM,73,73,405,1,60,64,68,64,71,78,€3.5M,€24K,1908
3043,176526,L. Burián,GK,73,73,402,1,71,70,73,74,41,73,€1.6M,€9K,1272
3044,182670,M. Tekdemir,CDM CB,73,73,401,1,62,59,65,70,72,73,€3M,€18K,1907
3045,199568,K. Lamprou,GK,73,74,405,1,78,65,75,78,44,65,€3.2M,€11K,1192
3046,210320,I. Mbaye,RB LB,73,80,396,1,72,49,65,69,72,69,€4.7M,€19K,1855
3047,216464,A. Browne,CM CAM CDM,73,78,433,1,75,69,66,70,70,83,€5.5M,€11K,2041
3048,137361,G. Pazzini,ST,73,73,358,2,63,69,56,69,34,67,€2.5M,€5K,1728
3049,212369,Eduardo,CM CAM,73,76,391,1,63,66,73,73,57,59,€4.9M,€11K,1867
3051,193169,C. Santos,ST,73,73,385,1,64,76,67,69,42,67,€3.9M,€10K,1881
3052,236690,M. Ngadeu-Ngadjui,CB CDM CM,73,75,369,1,68,49,52,50,71,79,€3.9M,€1K,1668
3053,217235,Zainadine,CB,73,73,373,1,68,39,55,62,73,76,€3M,€9K,1809
3054,221331,L. Mazzitelli,CM CDM,73,78,389,1,60,55,72,71,65,66,€5.5M,€32K,1861
3055,221587,J. Lolley,LM RM,73,74,395,1,84,66,65,77,49,54,€4.8M,€36K,1856
3056,178323,A. Traoré,CAM RM LM,73,73,416,1,83,69,70,76,47,71,€3.9M,€16K,1959
3057,183187,V. Stocker,CAM LM RM RW,73,73,396,2,68,67,72,75,48,66,€3.9M,€22K,1897
3058,211348,S. Dimitrievski,GK,73,77,399,1,74,71,69,72,37,76,€3.7M,€5K,1154
3059,216468,J. Añor,RM CAM CM,73,78,381,1,68,71,73,74,43,52,€5.5M,€8K,1835
3060,227732,A. Donis,ST LW RW,73,83,382,1,87,71,55,78,25,66,€6.5M,€21K,1744
3061,183188,M. Gazzola,RB,73,73,386,1,71,49,60,67,68,71,€1.5M,€29K,1807
3062,194196,F. Diagne,CB CDM,73,73,377,1,65,42,58,65,70,77,€3.2M,€14K,1785
3063,137109,S. Schaars,CDM CM,73,73,375,2,32,67,78,66,69,63,€1.2M,€8K,1907
3064,209301,M. Poundjé,LB,73,75,392,1,81,35,63,73,69,71,€4M,€27K,1801
3065,214421,F. Hinestroza,LM,73,73,399,1,86,62,67,76,43,65,€4M,€2K,1870
3066,211862,A. Hahn,RM ST,73,73,417,2,73,76,68,65,53,82,€4.2M,€20K,1962
3067,244374,M. Shaparenko,CM CDM CAM,73,85,390,1,65,63,68,73,65,56,€7M,€1K,1811
3068,244376,V. Shepelev,CDM CM CAM,73,82,363,1,64,49,61,56,69,64,€5.5M,€1K,1650
3069,200857,M. Leitner,CM CDM,73,75,400,2,70,65,74,75,58,58,€4.8M,€22K,1932
3070,164505,B. Guzan,GK,73,73,398,2,73,68,73,75,37,72,€2M,€5K,1165
3071,237209,M. Mitrović,CB,73,78,367,1,51,50,57,59,73,77,€4.5M,€14K,1699
3072,192665,A. Luthe,GK,73,73,400,1,77,68,61,76,45,73,€2.4M,€15K,1105
3073,193177,A. Traoré,LB,73,73,407,1,87,44,65,70,67,74,€3.2M,€19K,1906
3074,193945,N. Uysal,CDM CB RB,73,75,414,1,70,58,66,70,72,78,€3.9M,€32K,1900
3075,197786,G. Donati,RB RWB,73,73,396,2,71,43,62,67,74,79,€3.2M,€21K,1845
3076,198554,A. Ujah,ST,73,73,374,2,72,72,55,71,32,72,€4.3M,€23K,1774
3077,193690,Z. Tomašević,CB LB,73,74,396,1,55,59,68,63,72,79,€3.6M,€13K,1861
3078,205211,M. Borjan,GK,73,73,405,1,75,71,71,72,43,73,€0,€0,1285
3079,236699,S. Lukić,CDM CM,73,80,418,1,69,60,74,77,68,70,€4.9M,€21K,1971
3080,199580,C. Goldson,CB,73,78,376,1,72,37,54,63,72,78,€4.5M,€34K,1629
3081,229788,Rubén Alcaraz,CM CDM CAM,73,74,400,1,55,69,71,63,69,73,€4.5M,€16K,1928
3082,165788,L. Ulloa,ST,73,73,368,1,38,72,62,68,50,78,€3.6M,€26K,1813
3083,206493,Y. Abdelhamid,CB,73,73,299,1,42,28,44,35,74,76,€3M,€14K,1445
3084,206238,Iván López,RB RWB,73,78,415,1,77,57,69,74,71,67,€4.5M,€15K,1928
3085,224158,S. Amrabat,CM RB,73,79,418,1,70,57,72,74,67,78,€5.5M,€13K,1964
3086,231838,M. Wöber,CB LB,73,81,385,1,74,37,61,64,72,77,€5M,€9K,1766
3087,204447,F. Lucioni,CB,73,73,334,1,57,33,48,50,73,73,€3M,€4K,1611
3088,219808,Tana,CAM RM LM CM,73,73,356,1,68,65,71,76,25,51,€4.2M,€10K,1687
3089,240289,Calero,CB,73,82,359,1,68,28,58,65,73,67,€5.5M,€13K,1645
3090,176545,C. Marrugo,CAM CM LM,73,73,396,1,68,68,73,72,52,63,€3.1M,€8K,1853
3091,183969,J. Forlín,CB,73,73,367,1,62,40,58,59,73,75,€3M,€9K,1743
3092,215202,L. Janson,CF ST LM,73,79,371,1,75,69,63,77,31,56,€5.5M,€7K,1775
3093,215970,B. Bolingoli,LB LW,73,78,432,1,90,63,61,71,68,79,€4.5M,€12K,1957
3094,223138,A. Briançon,CB,73,77,368,1,59,48,57,52,74,78,€4.4M,€12K,1738
3095,229282,Thiago Santana,ST,73,75,358,1,68,72,55,68,25,70,€5M,€6K,1691
3096,186274,K. Rausch,LB LM,73,73,430,2,79,66,71,72,69,73,€0,€0,2030
3097,142499,Aitor Sanz,CDM CM CAM,73,73,409,1,65,61,72,68,68,75,€1.6M,€8K,1957
3098,211107,Frederico Venâncio,CB,73,77,344,1,64,33,51,54,73,69,€4.3M,€8K,1584
3099,182435,M. Langerak,GK,73,74,395,2,75,73,52,76,50,69,€3.1M,€6K,1145
3100,227236,A. Zambo Anguissa,CDM CM,73,81,413,1,70,53,67,69,71,83,€5M,€32K,1926
3101,214949,H. Manzala,LM RM,73,79,398,1,82,71,66,75,37,67,€5.5M,€16K,1843
3102,192165,Paulinho,LW,73,73,380,1,75,73,64,76,24,68,€3.1M,€5K,1790
3103,213414,W. Troost-Ekong,CB,73,77,339,1,69,32,45,43,72,78,€4.4M,€17K,1530
3104,201895,D. Fagundez,CAM LM CM,73,77,390,1,77,69,67,76,43,58,€5M,€6K,1835
3105,178600,U. Demirok,CB,73,73,352,1,44,43,56,57,74,78,€3.1M,€14K,1617
3106,182440,R. Kruse,LM RM CF,73,73,389,1,82,70,67,72,40,58,€3.9M,€16K,1849
3107,207785,T. Matlaba,LB RB LM CM,73,73,419,1,83,71,68,73,70,54,€2.9M,€1K,1964
3108,228777,G. Banguera,GK,73,82,401,1,75,67,69,76,43,71,€4.7M,€2K,1064
